review_body,sentiment
really liked this router for smallish space the coverage never dropped and was mostly consistent however it suddenly developed some snag and stopped connecting to the internet apparently the ethernet port got damaged somehow tried calling tp link service center numbers and realised how bad their service is it the first time in my life that router has broken and that too after just over year usage and to make it worse there dismal after sales service tried to buy replacement from tp link but that router came with problems as the connection wasn stable think ll finally look towards other router makers and avoid tplink product until maybe they start caring more for their costumers hopefully ll find good maker good router after researching lot settled on tp link was looking for better range router this router really worth the price dual band guest wifi upgraded from tenda and performance is really good range for gz is not that good as gz but which is accepted and no other routers in this range can provide better than this was using tenda ac router since for mbps connection from local isp mach broadband mumbai most of devices mobiles laptops firestick at my home work on ghz except cctv camera range of tenda ac was good and used digisol ac repeater for farthest room of my bhk home in recent lightning strike in mumbai power adapter of tenda ac got burned out and performance issues creeped in with replacement adapter was searching for router with good range and speed within my budget tried routers mercusys ac mr tp archer ac before this both routers didn meet my expectation range and speed of these routers were poor than my earlier tenda ac amazon accepted returns without single question thumbs up to amazon after some more research zeroed on tp link archer as per comparison on tp link website both are identical routers after doing some more research on blogs and reviews found that archer is the latest model and had slightly better processor both from qualcomm hence purchased archer feature of onemesh is added advantage for adding onemesh repeaters in future separate wifi ssid with same strength on both ghz as unnamed wifi can be seen on wifi analyser as per tp link support page this is dedicated wifi link for onemesh repeaters now for router router is same as tenda ac for coverage it can not cover farthest room in bhk on ghz ghz band can cover bhk house but speed is around mbps on mbps plan however speed on archer is better that tenda ac getting mbps upload and download consistently on devices feet apart in ghz tp link archer is better than costlier ac routers just for info received us version of router instead of eu version mentioned on tp link india website hence firmware on tp link india website will not match with device firmware however this device has auto update option directly from internet also router can be managed by tp link tether app remotely on internet even tough not connected on same wifi by login using tp link account on both router and tether app by trying so many routers understood that ghz range will be week even with costliest router instead of using digisol ac repeater installed my old tenda ac in repeater mode for ghz ghz disabled now my complete home is covered by ghz signal in the farthest room receive download upload speed of around mbps also tried old tp link archer which had purchased when abroad performance is not good in terms of speed and range as it lacks gigabit ports beam forming mu mimo my isp has connected my link on gigabit port of their switch in my society however cabling is only pair cat which supports max mbps full duplex will try to get cabling changed to either pair cat or cat from isp and check the performance will update review after cabling change so in the nutshell would recommend to go for router with gigabit ports beam forming mu mimo even if your internet speed is less than mbps as it is future proof tp lnk archer is good router meeting all requirement within the budget hope this review is useful in search of good future proof router edit my isp tried to replace my connection to ftth and this router was connected to fiber onu using gigabit port it worked only for mins max speed was mbps isp was not able to resolve the ftth issue and changed cable to pair cat which supports gigabit transmission now net speed is around mbps my internet plan is mbps happy with the speed have asked isp to change my connection to ftth at last tenda ac is now working as wired repeater connected on gigabit port of archer using cat cable now complete home received stable wifi of mbps on ghz band will update once again when ftth connection is successful good product till now month am very satisfied am really satisfied with this product as earlier my phone is keep getting wifi disconnected and used to reconnect it and the same way vpn is keep getting reconnecting in my laptop hence my teams call used to disconnect during the meeting now am happy with this product where my vpn is not reconnecting even internet goes down and if any flatuations in the network as well finally am not seeing any issue with this router it is helping me during work from home please go ahead its easy to use easy to install more function to control the router,positive
really suprise there is no bluetooth calling and no gps although brand is good but if there is bluetooth and gps it will be extra good for buyers pleas add bluthooth calling so your watch selling will increase its premium build watch with mid range features it needs lot of software updates to fix bugs and bad design choices returned the watch after day use because the features didn warrant the price was paying for it the same notification appears twice in the watch notifications that have cleared from my phone dont go away from the watch and it even vibrates randomly showing the old notifications when want to clear notification have to swipe to the left for the delete icon to appear and then tap on the delete icon why the extra step why not just consider swiping left as removal of notifications calls on the watch only have the reject button there is no button to accept the call from the watch google fit sync doesnt work you can only store watch faces at time also the variety of watchfaces isn lot which is probably understandable because it just released with couple of software updates this would be really competitive watch hopefully they dont abandon it like they abandoned updating the one plus watch watch at price have used city bank credit card for availing discount the functions are super smooth although the health app sometimes does not track exercise overall the watch is great product plz update and add call receiving option,neutral
realme buds wireless design and specifications truly wireless earphones are becoming very popular and we could very well see realme get into that space in the coming months however for now the company has taken on wireless headphones in an affordable form neckband style earphones the headset has flexible neckband with metal modules at the ends short cables that lead to the earbuds and the plastic earbuds themselves we quite liked the yellow and black colour scheme of our review unit the design is simple and the build quality is decent the device is light at just and comfortable to wear and use for long hours at stretch like earlier realme earphones the realme buds wireless have magnets in each earbud while they don serve any purpose on the wired models beyond keeping the two earbuds together the magnetic clamp serves as the power switch for the realme buds wireless separating the buds turns the headset on while attaching them powers it down there is no power button so this is the only way to control power on the headset in theory this sounds good but the weak magnets meant that the earphones separated easily when placed in bag or pocket this would turn the earphones on and automatically connect with our paired smartphone even when we didn want it to which was bothersome calls would be automatically diverted away from the smartphone earpiece without us knowing the battery would run down and the phone wouldn automatically connect to other devices such as bluetooth car audio system what you do get in the sales package are three pairs of silicone ear tips ear wings that are pre attached to the earbuds and micro usb cable for charging the charging port is on the underside of the right module which also has the controls for playback calls and volume the realme buds wireless earphones are powered by mm drivers with bluetooth and support for the sbc and aac codecs the earphones have claimed battery life of hours on single charge and are said to offer minutes of listening time on minute charge when the battery is drained we were able to get around hours of use in our testing while full charge of the headset took little under hours to complete realme buds wireless performance the realme buds wireless bring refreshing change to the budget segment offering great combination of design and sound quality for the price also fans of electronic music will be happy to know that the realme buds wireless have been tuned with inputs from popular dj alan walker and the sound does come across as geared for this genre the wireless earphones with use aac bluetooth codecs we listened to streamed music from spotify and you tube music as well as our collection of high resolution tracks starting with take five by the dave brubeck quartet we immediately noticed that the soundstage was considerably wider and more detailed than what we re typically used to hearing from products in this price range some of the percussion instruments sounded crisp and well defined although the deeper elements in the middle of the track the double bass in particular was bit soft and not quite as distinct as we have liked still we found the sound to be detailed and rich on the whole next we listened to bit of indian pop with an unplugged rendition of amar arshi kala chasma apart from some gentle aggression in the low end we also quite liked the inoffensive nature of the mids and highs as demonstrated with the familiar vocals of the track the sound of the realme buds wireless is tuned for comfort and near universal appeal and sticks to that brief we heard just about as much detail and clarity as we could have hoped for from pair of wireless earphones that cost less than rs the realme buds wireless as hands free headset for voice calls and results were mixed in some cases we found that voices on the other end of the call were soft and our callers reported too much background noise crow cawing about feet away sounded as if it was coming from right next to us for the person on the other end on other occasions no issues were reported so call quality seems to be largely dependent on your surroundings and possibly the strength of your cellular signal verdict more expensive pairs of earphones such as the one plus bullets wireless and more stylish dual dynamic driver might offer much more by way of sound quality but the realme buds wireless does capable job for just rs this is product worth considering simply because it is everything you need for the price this headset is built well has decent battery life and is very comfortable to wear the only significant problem for us was the magnetic power switch which often led to the earphones automatically powering on at awkward times that aside the realme buds wireless is pair of earphones that does exactly what it supposed to no more and no less with unwavering consistency and we like it for that pros looks good light and comfortable detailed rich sound for the price cons magnetic power switch is troublesome inconsistent performance on voice calls ratings out of design comfort audio quality battery life value for money overall go and purchased first of all if you are electronic dance and hip hop genre kind of enthusiast than your search for good quality earphone still continues it not like these earphones are worthless for these genres and cannot be listened on these surely you can listen and enjoy it but you just could not get the vibes you get while listening those on deep base earphones from my music listening experience from years can tell you that the depth and that vibrating surround base effect is not in this it surely has some thumpy bass which is required for perfect balance in every genre but due to lack of that deep base you will definitely regret your purchase if you re hip hop edm lover the mid tones of music are little low in this earphone which also ruins little the experience of these genre song listening experience this wanna makes me think everytime is alan walker really tuned this for trap hard dance genre it good but not the best can tell you such differences because am also using wired earphone namely mi earphones pro rs which is excellent and produces very great sound for every genre and definitely have that deep base effect rather than for those genre song these earphones are really good for every other genres if you re fine with the above listed drawbacks then only head towards the detailed review upsides the material quality is good its plastic but feels like soft silicon layer is applied over its top layer both on the neckband as well as the wires of the earplugs these are extremely lightweight and doesn feels like extra load on your neck at all noise cancellation is really very good really impressed mic quality is also the best that can be offered in range no complaints the earplugs fit is good but advice you to remove those removable angular paddings for more snug fit and comfort is fine but could be more better as my wired one are really more comfortable and if you have also experienced something more comfortable than this then you can also complain about it comfort for long use the blutooth range is really good still works if rooms are in between the magnetic on off control is like cherry on cake and works like charm when you seperate them it takes seconds to connect with your phone if already paired before and if phones bt is on and if you attach them together they go to standby mode and goes off if not opened again within minutes it really good that you re getting this magneticfunction in this price sound can go really loud but prefer to use it on micro usb cable pair of extra eartips small large are provided in box medium is pre applied and is perfect nearly for everyone battery backup is good expect hours of continuos playback on volume charging speed is also good you can easily get hour of playback on minutes of charge and can fully charge it around minutes if fully empty did not get to experience its splash retention property downsides the outer cover of earphones are of plastic good quality but they would have given aluminium frame in this price the wires should also be given as braided one for rough and long use no realme branding permanent anywhere on the earphone confuses us but there tag attached on the neckband the cap on the charging port should have given to prevent dust from entering small carry case or pouch should have been given to make it travel friendly when connected to the device when there is an incoming call it doesn recites the number of caller and it sometimes doesn notifies at all but no major con is there sound quality the vocals are really amazing now definitely understand the lyrics of pop songs the lows and highs of the songs are really great but mids are little supressed and you would definitely miss that in edm and hip hop songs as that evary low details are not required in dance songs the mids highs are more important the base is adequate and keeps the song alive but not produces that well deep and surround base that youngster love but it definitely has that amount of base required in any song to feel it also younster and fine with it as ve bought it as secondary earphone for watching movies and series on tv silently without disturbing my family so this fulfills my purpose the beat and sound produced feels natural and clear like high quality headphones and in this respect alan walker and realme team had surely done great work based on types of music lovers would recommend this to pop indie pop acoustic rock and soft rock trap hard dance nearly all kinds of genres except edm and hip hop as ve bought it as secondary earphone so do not had any great expectations and can surely say that it exceeded my expectations and very happy with my purchase please read the whole review it will surely help you decide more clearly have good purchasing experience thakyou for reading best but little high price to month daily use he chal pata the base is so loud you can listen for long you will get ear pain after hour who like highhhhhhhhh base they can choose and sound quality ok quality is good best product good product,positive
reasonably good product bit costly for me using since year no problem faced sound is normal the shape does not fit where want to get it installed want the round one can get it exchanged or returned please easy to use good product but the speed is bit low hence less suction power very low noise,positive
received product without spanner excellent product it little spongy compared to my last purchased brand which was hard and not so spongy as this one very good and easy to install comes in separate sealed packets spanner for easy installation fitting was perfect really nice product seem to be ok product the candels are okay not quite good for this thickness we need to change for every months or sometimes even every one month price should be more little bit less,positive
received product yet to use and give further review however quality is nice instructions are clear and easy to understand everything is fine but the power chord is too short only cm length no flexibility in the use of the machine in the kitchen or other place check if the power wirelength is sufficient for your use before you order awesome waffles are prepared should go for this very nice product easy to make waffles easy to use worthit to buy amazing product worth each penny at the cost of waffle one can get life time anytime waffle super easy to make waffle be careful for outer plastic body very fragile made waffles for the first time to make it crunchy ensure you don fill in too much batter and also keep it for little longer even after the light turns green keep an eye on it till get dark color of waffle ensure it doesn burn good for household use easy to clean wire is too short but it manageable for me so gave it stars as it is as per my expectations the waffle iron does not heat enough to make the waffles in the time indicated by either the light or the cooking time on the recipe tried it for the first time today lets see if it lasts very good easy good quality waffle maker in the market available very affordable price great deal,neutral
received the product today the packing was intact though found watch not at its proper place it fell down inside the box and found the inner holding box damaged also not expecting any kind of tampering but thought to share the product packaging overall nice product will share detailed review once use it for atleast week good watch through fire boult am impressed for this watch is so computableand all features are properly working like mean feature voice calling are properly working and this price range are no any brand are give this feature am happy for this watch thank you fire boult pros the phone supports both phone and apps calling has long charge phone finder phone camera shutter are good features beautiful looking watch cons not full screen display display is smaller than the watch my watch is not center alligned limited number of watch face sometimes tends to call on recent number with false touch phone book should be little larger than numbers just bought it so my review is basically the first impression will write detailed review after few days of use like the style and it looks good so far touch operation is also good it good product in this range because have one more of pebble smart watch in same price range but after using fire boltt it better only one issue that not stop call ring during office or meeting time liked everything except hearbeat and level accuracy but it close to real levels so average in this respect otherwise it kill for the money very good overall the product is good as per the price charged one feedback to supplier to improve the glass of watch there are lots of scratches within one month of usage all is good satisfied auto selection of sport mode is not there you have to select each sport mode for each workout,positive
received the product today the packing was intact though found watch not at its proper place it fell down inside the box and found the inner holding box damaged also not expecting any kind of tampering but thought to share the product packaging overall nice product will share detailed review once use it for atleast week good watch through fire boult am impressed for this watch is so computableand all features are properly working like mean feature voice calling are properly working and this price range are no any brand are give this feature am happy for this watch thank you fire boult pros the phone supports both phone and apps calling has long charge phone finder phone camera shutter are good features beautiful looking watch cons not full screen display display is smaller than the watch my watch is not center alligned limited number of watch face sometimes tends to call on recent number with false touch phone book should be little larger than numbers just bought it so my review is basically the first impression will write detailed review after few days of use like the style and it looks good so far touch operation is also good it was awesome watch liked it sleep monitoring it accurate according to me this worth buying and would suggest anyone who is reading this review to go ahead and buy this watch it good product in this range because have one more of pebble smart watch in same price range but after using fire boltt it better only one issue that not stop call ring during office or meeting time liked everything except hearbeat and level accuracy but it close to real levels so average in this respect otherwise it kill for the money very good overall the product is good as per the price charged one feedback to supplier to improve the glass of watch there are lots of scratches within one month of usage,positive
recently ordered other usb for just rs the charging speed was same this is not my main usb use apple orignal ones however it seems like over paid for getting the made for iphone tag product is built well better than the apples charging cable this isnt working with the charging adapters but works well with the power banks charging time is okay as totally depends on adapter which we are using if someone is looking for alternative to the expensive apple brand charging cables then this product will be the right choice awesome product use this frequently inside my car writing this after months of regular usage alternate charging cable good one for phone lightning charge the cable is helpful for connecting your phone to your car for car play,positive
recently purchased the kodak tv from amazon and overall my experience has been satisfactory the picture quality is good and the streaming capabilities are convenient the user interface is easy to navigate although it did take me little bit of time to get used to it however do have few issues with the tv the sound quality is not the best and have noticed some lag when switching between apps these issues do not significantly impact my viewing experience but they are worth mentioning despite these issues would still give the kodak tv stars out of it is decent tv for the price but there are certainly better options out there was offered an additional months of warranty if wrote review but am not particularly interested in extending the warranty at this time it is not appropriate or ethical to write false or misleading review in exchange for incentives such as an extended warranty or other perks doing so goes against amazon guidelines and can lead to consequences for both the customer and the company it is important to be honest and transparent in your reviews and to only write about your genuine experiences with product this helps other customers make informed decisions about their purchases and ensures that the review system remains fair and trustworthy if you are not satisfied with the kodak tv or do not feel comfortable giving it high rating it is perfectly okay to give it lower rating or to not write review at all it is always better to be honest and genuine in your reviews rather than attempting to manipulate the system for personal gain issues with chrome casting did not believe such good feature would be available at this price liked the feature of supporting the ethernet port and earphone jack kodak tv for the amount being charged this is acceptable tv the kodak xpro model is same as thomson series despite being big this was lighter than my previous bravia tv and easily mounted to the previous wall mount note the wall mount holes are plasticky and dont have any metal insert the remote sensor is separate module projecting from the underside of the tv and does not look integrated with the main body the two usb ports are side by side which dont interfere with each other the audio out port is good feature if one wants to watch tv without disturbing others when first connected the tv to my set top box over hdmi there was only picture and no sound the person at the service center whose number is listed on the tv warranty card said that they dont support this and need to call the tv manufacturer so much for printing service center number on warranty card this was fixed after changing the hdmi cec settings in the set top box not tv fault there is no user manual given with the tv most people based on their experience with phone should be able to ultimately figure out the connections the only included leaflet book whose pages were all stuck together talks about the android menu there is no info on the tv input jacks like what the hdmi arc stands for got multiple calls after the purchase to enquire about delivery and if needed installation as already had previous wall mount on which this could get attached with no hassles opted out of installation service all is welllll good tv picture quality is very good,positive
recently purchased tripod online from amazon and am very pleased with the purchase the product arrived quickly and was well packaged making it easy to set up the construction is solid and sturdy allowing me to confidently use my camera without fear of any wobbling or shaking in addition the price was extremely affordable compared to similar products on other sites overall would highly recommend this product for anyone looking for an inexpensive yet reliable tripod product is good as expected sturdy light weight and good for beginners thank you product is good and light weight like it very much the product was amazing at affordable price it very useful and helpful for beginners it is very easy to use and light weight to carry around great tool for clicking pictures on scenic holiday it stability is perfect beginners can start with it like the stability and mobile holder simply superb this one for phones cameras,positive
recently recived the product and have used only once so review is basis that looks wise very sleek product and looks sturdy has rubberised platform so that it doesnt move much when in motion works as expected this is more convenient in comparison to the handheld chopper which breaks easily borosil chopper has year warranty as well so thats plus will update as use it more warranty bill card not available inside the package didn get the whisking blade amazon has only the option to return the product the product is good hence only want the whisking blade sent to me finally found the right box among multple amazon parcels received and my neighbour handed over to me and it is perfectly working borosil electric chopper which is must have was looking for durable and best chopper borosil make best products am using other borosil electronics for years and they are just great this copper chop the veggies within sec and outcome is just awesome go for it without any second thought liked this product chops even ginger in seconds made my cooking easier the vegetables are chopped in even small sizes and can be added to chila or paratha or even dosa flour for healthy diet for children if you plan to buy one go for it very nice product but not everyday use for small family good for big family for every day use cooking doesn take much an effort but prep times do relishing an easy peasy kitchen life with this wonderful utility kitchen must have very impressed,positive
recieved damaged product the first time the seller is very good and quickly replaced it for new one go for bassheads if you are spending this much they are charging more for the metal enclosure and the braided cable the angled jack is plus but the sound quality is so so infinity zip and their own bassheads are way better for sound would like to start by saying not an audiophile therefore my review will be less about the audio quality of the product and more about the over all experience regarding the product first off this is my second time buying the product and you guessed it it good enough that will buy it third time if need be upon unboxing we are greeted by the presence of pair of extra ear buds there is also pair of ear fins in the packet containing the extra ear buds these ear fins are used to keep the ear buds snugly in your ears during strenuous periods of use where there is chance of lots of movement more on this later coming to the ear phones itself it among the very few ear phones that genuinely feels premium in hand it is very durable specially the plug part that connects to your phone many time my ear phones stop working because the plug part malfunctions and causes problems in the functioning of the ear phones this is not the case with these the wire itself is made of rubber silicon it feels good in hand and the only thing can think of that could be improved here is to braid the wire but so far the wire hasn showed any form of wear and tear common with most other ear phone wires another thing to emphasize is that the entire cable is flat through out this genuinely decreases the number of instances where find myself trying to untangle the wire this is truly one of the best features of this pair of earphones remember said something about the ear phones being made completely of metal well it continues to the mic and the left and right splitter both these pieces feel very premium because of the signature cold feeling of metal against skin don know about you but attention to small details like this always brings smiles to my face it is to be noted that the mic piece is universal single button type and hence cannot control volume personally this problem didn affect me much but the might be potential buyers who might find this to be deal breaker mic quality is subject to individual bias therefore can tell you my personal experience in my opinion feel that the quality is average it won blow anyone mind but it will deliver most of the time common complaint heard from most of my callers that they find it difficult to hear me when there is significant amount of back ground noise or wind rustling in to the mic these are common issues even with ear phones price significantly higher than the bo at bass heads finally the most important part of the review the sound quality of the ear phones as said earlier won be going into the technical details am bass lover and that is what led me to buy this pair in the first place in my opinion found that the bass is indeed good but not over powering for the average consumer like how the extra bass versions of the sony line up of earphones trend to be the volume gets sufficiently high and more often than not use it at less than half it total volume when listening to music the clarity of the bo at bass heads are above par and easily betters even ear phones in the inr price category this is one other reason why love this pair so much point to remember as the entire covering of the ear phones is made of metal it is significantly heavier than other ear phones this becomes double edged sword on the one hand the metal makes the ear phones feel very premium but it also makes it significantly heavier than other earphones made of plastic this causes it to easily fall out of your ears if the supplied fins are not used the find unlike the ones find in let say the newer bose ear phones aren as comfortable and can hurt your ears if used over prolonged time last but not the least there are multiple color variants of the bo at bass heads including red black and blue found myself opting for the black variant both the times this may be personal opinion but find it to be the best of the three that said do see most corporate consumers opting for the black as it is neutral color this leaves out the red for reasons unknown the red variant is sold at lower rate on most sites perhaps due to shortage in sales therefore if you are short on cash and just want great pair of ear phones then grab these while they last pros no metal build excellent wire quality and trendy durable above average sound quality cons metal build in the earphones trend to make them heavy and thus falls out of your ear easily supplied fins are uncomfortable to wear over prolonged time supplied clip piece is removable and tends to get lost easily hope everyone who read this found it useful and can make an educated decision to buy or not to buy the bass heads all suggestions are welcome thanking you dwarakesh best quality like boat earphone saund quality only disadvantage noticed was this can be use in usb phones mm jack is provided so it can be usedin jack phones only nice good used this headphone for travel very lite and easy to carry in pocket colourful sound quality is good the wire is thin so feel cautious while taking it from bag or pocket gd one only thing is covers sleeves comes out easily if not gd fit however additional covers sleeves are provided,positive
recieved the package today the product came intact upon opening the product saw some white powdery stuff all around the edges had to wipe it off and checked if all functions worked properly it seems easy to use and all functions worked good there are dedicated options for even deep frying which some brands don have will update the review after using it for while good quality good product good product good product works fine issue with delivery product bit damaged satisfied its timer functions is so easy,neutral
recieved wrong color but ok simple and quick solution for some night time study session bought it for rupees cuz didn wanna pay the rs shipping on my order of fair product go for it use it carefully while plugging in super purchased pieces kept one in my travel bag and use it during my travels to rural areas fix it to my power bank during power cuts the other one is in the car good product value for money,neutral
recvd product within dys while owing to rural area other product tks dys to deliver product recvd at gd condition works well aftr use if smthng cms up will review again it works good nice heating but hard to clean as it has ridges and small gap between the hot plate and the controls and also below the plate edges other than that fine product se jyada price nahi hona chahiye tha use karne mein bahut achha hai over all really disappointed by the product and especially cooking experience was used to normal gas and it was easy to regulate to propper temperature this product has only like temperature settings and it is either too hot or too cold and cannot be set in middle for example when set then it is burning toasts and onions when set one step lower it is and it is not enough for frying also you need to buy more expensive induction friendly cookware and even when invest to expensive tefal pan it heat mostly in the center and it is much colder on the edges you can see on pictures that watter boiling only in middle and toast being burnt in middle and raw outside the pan is very good and has induction area over whole bottom so sure the fault is in this philips stove you can see the pan from bottom that induction area is almost over whole bottom also due to fact that only center is hot then frying onions is taking much longer than on normal gas stove where heat is better distributed and even though you spent more time frying the onions the result is worse onion is little burned from outside and still not soft inside really disappointed by frying experience compared to gas stove there is one positive side and that is that heating is quick my pressure cooker star whistling quite quickly faster than on gas stove also you can set time for like minut and leave it which is quite convenient controll is easy but hate details first love one detail there is pause button which is very cool if something heats too quickly or you just need to quickly do something else you press pause button and there is no new heat it is much nicer compared to gas stove where you would need to turn off light up again and then find right flame again here you just press pause again and cook as before but that is only thing that love otherwise hate how it is designed first basiclly whole top row of buttons is useless those buttons are preset temperatures but anyway those temperatures are wrong or just for items you do not cook like there is stirr fry button and it set it totally burns onion set usually for beginning and then soon change for but even is too much burning but lower setting is only which is not frying at all would need like guess and it is impossible to set also noticed another issue that stove is sometimes making automatic pauses it heats and than probably when it thinks it is too hot then it stop completelly and in like seconds starts again so instead of consistentn temperatures it is doing on and off but back to controll except from fact that preset temperatures are useless when you want to change temperature it won let you or let you to do only one but not times why don know probably ill will you need to first press manual button which change temperature completely to and only then you can freely press and set your desired temperature so basically never use any preset mode and always only press manual and to set my temperature another control is setting time must say satting time is useful feature and love it but how it is implemented hate when you press time button then by default it set minutes ok but when you hold button it jumps so quickly that in one second it counts to and roll to hours holding increment decrement is so quick that it is useless it must have implement some idiot anyway you can always click one by one so to set minutes you must click time button and then click times minus button to set minutes it is doable but pretty annoying or long press it usially jumps directly to hours and then press times still anoying but save like clicks what is super idiotic is that when want to add minutes click time and it by default set minutes again arrrrggghhhhh so instead of just click time and times need to click times really this must have done some idiot another unpleasant thing is that if you need to change temperature you can not imagine something starts burning and you need to wait like seconds and not pressing and then after those seconds time setting mode is automatically left and it will let you change temperatures again when controlling stupidity is burning my food it makes me angry so over all would buy anything else next time maybe it will be worse but would at least try anyway to say something positive at the end like that product looks quite durable and material quality looks good packaging was also well but power cable is only like meters that might be too short but for me just enough also like mechanic buttons some stove has capacity buttons which is cool looking and totally flat but like to feel the press and the click buttons are under foil so there is no risk of something leaking into them cleaning is very easy cos it is almost flat cleaning experience is much better than cleaning gas stove product is good but service center problem not available nearly no ordered one was faulty,positive
regarding rate liked very much and reasonable regarding the product acer company is manufacturing computer monitor and are best in quality so that prefer this company in buying tv its been and half month using this product and have no complaint regarding the product some of its plus points are picture quality is good with clear sound quality we can easily connect any pan drive or otg to this tv and access your content in tv and points in which it need improvement its does not support some audio format that if we connect smartphone through otg to tv it doesn support the same also we always have to use tv remote to start the tv it doesn start automatically when we on the swith we have to press power button on remote each time to start this tv overall very good product picture quality is very good bought this tv on amazon sale value for money at this price the picture and sound quality was okay not that bad if you want to buy tv at an affordable price then go for this one nice good purchased this tv two days before and now it running observed the followings towards my experience value for money good design and finish great picture clarity am using jio fiber netflix sound also clear and smooth but little bit improvement needed package packed well as advertised remote batteries av wire warranty card manual promptly delivered damage refresh rate is hz overall recommended picture quality is good sound also good value for money one can purchase at low price,positive
remote control is functional well all functions are working remote is not making any qwerking plastic sounds not so solid as original remote overall satisfied there is no mic option and few buttons were messed up its better then original even its light weight with softr buttons it oky product in this price range it don have voice serch option good not bad good,neutral
review after using it for about month pros battery backup is the most amazing of all sound quality is amazing but bass is on the low side build quality is well made almost feels premium but could be improved very comfy even after long day use cons there noticable delay in touch controls most irritating one there no such thing as no delay during gaming on wireless earphones just get wired instead of this if you are planning on using it for gaming noise cancellation calling or enc doesnt work also while calling nd person most of the time says that can hear you well or your voice is so low on outdoors sometimes earphone doesn turns on so have to manually turn it on to pickup call one tap but here the catch to disconnect ongoing call have to double tap on the touch panel boat says single tap tho conclusion if you have little more budget don buy this else this just works fine recently purchased the bo at airdopes in ear true wireless earbuds and have been using them for the past week overall am satisfied with the product the earbuds are comfortable to wear and have good fit and the sound quality is impressive for the price point however was disappointed to discover that the earbuds do not have noise cancellation as advertised while they do block out some ambient noise they are not as effective as other earbuds ve used with noise cancellation technology the battery life has been satisfactory the earbuds last for good amount of time on single charge and the case is convenient for charging on the go overall would recommend the bo at airdopes earbuds for those looking for budget friendly option with good sound quality just be aware that they do not have noise cancellation am writing this review after two days of usage sound quality the lows are good and pleasing to the ears bass quality is good just felt like the treble is little too high which makes the high frequency music sound bit unpleasant overall the quality is okay but not as good as wired headset or neckband earphones kaam chal jayga battery backup it been days and haven charged it yet still showing of battery remaining so don think battery backup would be problem moderate usage built the case is small and handy it feels sturdy the buds fit well in the ears overall built is good latency this one for gamers am actually impressed by the low latency it has even without turning on the beast mode the feedback is almost instantaneous and after turning on the beast mode it becomes flawless played bgmi and cod and didn feel any lag in the sound calling tried calling in silent atmosphere and there was no problem faced will update you guys if there turns out to be problem when calling in crowded area in rupees it is good earphones good battary life good sound good connectivity cons very poor build quality feel so cheap if you choosy person then you don like the product if you re looking for wireless earphone under go for it this product is good the sound leakage is there no doubt but you won feel any sort of distortion the airdrops are very handy compact in size long lasting battery for its size and the connectivity is is pretty good along with the sound quality though it has room for improvement in noise cancellation but still performs very well for this price point its good product sound quality is also agood but noise cancellation is average it is good product but only for months,neutral
